Drug1,Drug2,Cell line,label
AZD0156,AZD1775,NCI-H2087,0
AZD0156,AZD1775,NCI-H209,0
AZD0156,AZD1775,NCI-H2228,0
AZD0156,AZD1775,NCI-H226,0
AZD0156,AZD1775,NCI-H23,0
AZD0156,AZD1775,NCI-H2405,0
AZD0156,AZD1775,NCI-H3122,0
AZD0156,AZD1775,NCI-H358,1
AZD0156,AZD1775,NCI-H520,0
AZD0156,AZD1775,NCI-H522,0
AZD0156,AZD1775,NCI-H524,0
AZD0156,AZD1775,NCI-H650,0
AZD0156,AZD1775,NCI-H661,0
AZD0156,AZD1775,NCI-H69,0
AZD0156,AZD1775,NCI-H747,0
AZD0156,AZD1775,NCI-H810,0
AZD0156,AZD1775,NCI-H82,0
AZD0156,AZD1775,NOMO-1,1
AZD0156,AZD1775,NUGC-3,0
AZD0156,AZD1775,NUGC-4,0
AZD0156,AZD1775,OCI-M1,1
AZD0156,AZD1775,OCUM-1,1
AZD0156,AZD1775,OE21,1
AZD0156,AZD1775,OPM-2,0
AZD0156,AZD1775,OS-RC-2,0
AZD0156,AZD1775,OV-90,0
AZD0156,AZD1775,OVCAR-8,1
AZD0156,AZD1775,OVISE,0
AZD0156,AZD1775,OVKATE,0
AZD0156,AZD1775,PC-14,0
AZD0156,AZD1775,PC-3,0
AZD0156,AZD1775,RCC10RGB,0
AZD0156,AZD1775,RERF-LC-Sq1,1
AZD0156,AZD1775,RH-18,0
AZD0156,AZD1775,RKN,0
AZD0156,AZD1775,RMG-I,0
AZD0156,AZD1775,RPMI-8402,1
AZD0156,AZD1775,RT-112,0
AZD0156,AZD1775,SBC-5,0
AZD0156,AZD1775,SCC-15,0
AZD0156,AZD1775,SCC-4,0
AZD0156,AZD1775,SHP-77,0
AZD0156,AZD1775,SIMA,0
AZD0156,AZD1775,SJSA-1,0
AZD0156,AZD1775,SK-HEP-1,0
AZD0156,AZD1775,SK-LMS-1,0
AZD0156,AZD1775,SK-MEL-1,1
AZD0156,AZD1775,SK-N-AS,0
AZD0156,AZD1775,SK-N-DZ,0
AZD0156,AZD1775,SK-N-FI,0
AZD0156,AZD1775,SK-UT-1,0
AZD0156,AZD1775,SN12C,0
AZD0156,AZD1775,SNG-M,0
AZD0156,AZD1775,SNU-387,0
AZD0156,AZD1775,SNU-398,0
AZD0156,AZD1775,SNU-407,0
AZD0156,AZD1775,SNU-5,0
AZD0156,AZD1775,SNU-61,0
AZD0156,AZD1775,SNU-C1,0
AZD0156,AZD1775,ST486,1
AZD0156,AZD1775,SU-DHL-10,0
AZD0156,AZD1775,SU-DHL-6,0
AZD0156,AZD1775,SUP-B15,1
AZD0156,AZD1775,SUP-M2,1
AZD0156,AZD1775,SUP-T1,0
AZD0156,AZD1775,SW48,0
AZD0156,AZD1775,SW620,0
AZD0156,AZD1775,SW837,0
AZD0156,AZD1775,T84,0
AZD0156,AZD1775,T98G,0
AZD0156,AZD1775,TC-71,1
AZD0156,AZD1775,TE-15,0
AZD0156,AZD1775,TE-4,0
AZD0156,AZD1775,TE-5,0
AZD0156,AZD1775,TGBC11TKB,0
AZD0156,AZD1775,TOV-112D,1
AZD0156,AZD1775,TOV-21G,1
AZD0156,AZD1775,U251,1
AZD0156,AZD1775,UACC-257,0
AZD0156,AZD1775,UACC-62,1
AZD0156,AZD1775,VMRC-RCZ,0
AZD0156,AZD1775,WM-115,0
AZD0156,AZD1775,WSU-DLCL2,0
AZD0156,AZD1775,ZR-75-30,0
AZD0156,AZD1775,huH-1,1
AZD0156,AZD2811,42-MG-BA,1
AZD0156,AZD2811,647-V,1
AZD0156,AZD2811,697,0
AZD0156,AZD2811,769-P,0
AZD0156,AZD2811,8505C,0
AZD0156,AZD2811,A101D,0
AZD0156,AZD2811,A172,1
AZD0156,AZD2811,A498,0
AZD0156,AZD2811,A549,0
AZD0156,AZD2811,ACHN,0
AZD0156,AZD2811,AMO-1,1
AZD0156,AZD2811,AU565,1
AZD0156,AZD2811,AsPC-1,0
AZD0156,AZD2811,BHT-101,0
AZD0156,AZD2811,BL-41,1
AZD0156,AZD2811,BT-20,0
AZD0156,AZD2811,BxPC-3,0
AZD0156,AZD2811,C2BBe1,0
AZD0156,AZD2811,C32,0
AZD0156,AZD2811,CAL-120,0
AZD0156,AZD2811,CAL-148,0
AZD0156,AZD2811,CAL-29,1
AZD0156,AZD2811,CAL-54,0
AZD0156,AZD2811,CAL-62,1
AZD0156,AZD2811,CAL-78,1
AZD0156,AZD2811,CAS-1,1
AZD0156,AZD2811,CCK-81,0
AZD0156,AZD2811,CCRF-CEM,1
AZD0156,AZD2811,CL-11,0
AZD0156,AZD2811,CML-T1,1
AZD0156,AZD2811,COLO-678,0
AZD0156,AZD2811,COR-L23,0
AZD0156,AZD2811,COR-L279,1
AZD0156,AZD2811,COR-L311,1
AZD0156,AZD2811,Calu-3,0
AZD0156,AZD2811,Caov-3,0
AZD0156,AZD2811,Caov-4,1
AZD0156,AZD2811,DEL,1
AZD0156,AZD2811,DK-MG,1
AZD0156,AZD2811,DND-41,1
AZD0156,AZD2811,EBC-1,0
AZD0156,AZD2811,EC-GI-10,1
AZD0156,AZD2811,EFM-19,0
AZD0156,AZD2811,EJM,1
AZD0156,AZD2811,EKVX,0
AZD0156,AZD2811,EM-2,0
AZD0156,AZD2811,ES-2,0
AZD0156,AZD2811,ESS-1,1
AZD0156,AZD2811,FTC-133,0
AZD0156,AZD2811,G-401,0
AZD0156,AZD2811,GA-10,1
AZD0156,AZD2811,GAMG,0
AZD0156,AZD2811,GCT,0
AZD0156,AZD2811,GI-1,1
AZD0156,AZD2811,GRANTA-519,1
AZD0156,AZD2811,HCC1143,1
AZD0156,AZD2811,HCC1187,0
AZD0156,AZD2811,HCC1395,0
AZD0156,AZD2811,HCC1500,0
AZD0156,AZD2811,HCC1806,0
AZD0156,AZD2811,HCC1937,0
AZD0156,AZD2811,HCC38,0
AZD0156,AZD2811,HCC70,0
AZD0156,AZD2811,HCT-116,1
AZD0156,AZD2811,HDQ-P1,0
AZD0156,AZD2811,HGC-27,0
AZD0156,AZD2811,HH,0
AZD0156,AZD2811,HOP-92,1
AZD0156,AZD2811,HOS,0
AZD0156,AZD2811,HPAC,1
AZD0156,AZD2811,HSC-4,0
AZD0156,AZD2811,HT-1080,0
AZD0156,AZD2811,HT-1197,0
AZD0156,AZD2811,HT-29,0
AZD0156,AZD2811,HT55,1
AZD0156,AZD2811,HeLa,0
AZD0156,AZD2811,IA-LM,0
AZD0156,AZD2811,IGR-1,0
AZD0156,AZD2811,IGR-37,0
AZD0156,AZD2811,JHH-1,0
AZD0156,AZD2811,JHH-2,0
AZD0156,AZD2811,JHH-4,0
AZD0156,AZD2811,JJN-3,1
AZD0156,AZD2811,JURL-MK1,1
AZD0156,AZD2811,JVM-2,1
AZD0156,AZD2811,KARPAS-299,1
AZD0156,AZD2811,KARPAS-422,1
AZD0156,AZD2811,KARPAS-620,1
AZD0156,AZD2811,KELLY,1
AZD0156,AZD2811,KLE,0
AZD0156,AZD2811,KM-H2,1
AZD0156,AZD2811,KMRC-20,0
AZD0156,AZD2811,KMS-12-BM,1
AZD0156,AZD2811,KNS-62,0
AZD0156,AZD2811,KP-3,0
AZD0156,AZD2811,KP-N-YN,1
AZD0156,AZD2811,KS-1,1
AZD0156,AZD2811,KYM-1,0
AZD0156,AZD2811,KYSE-140,1
AZD0156,AZD2811,KYSE-150,0
AZD0156,AZD2811,KYSE-410,0
AZD0156,AZD2811,KYSE-450,0
AZD0156,AZD2811,KYSE-520,1
AZD0156,AZD2811,L-363,1
AZD0156,AZD2811,L-428,1
AZD0156,AZD2811,L-540,1
AZD0156,AZD2811,LCLC-97TM1,1
AZD0156,AZD2811,LK-2,1
AZD0156,AZD2811,LN-18,1
AZD0156,AZD2811,LXF-289,1
AZD0156,AZD2811,LoVo,1
AZD0156,AZD2811,MCF7,0
AZD0156,AZD2811,MDA-MB-231,0
AZD0156,AZD2811,MDA-MB-436,0
AZD0156,AZD2811,MDA-MB-453,0
AZD0156,AZD2811,ME-1,0
AZD0156,AZD2811,MEG-01,0
AZD0156,AZD2811,MES-SA,1
AZD0156,AZD2811,MFE-319,0
AZD0156,AZD2811,MG-63,0
AZD0156,AZD2811,MHH-ES-1,1
AZD0156,AZD2811,MOLT-13,1
AZD0156,AZD2811,MOLT-16,0
AZD0156,AZD2811,MOLT-4,1
AZD0156,AZD2811,MV-4-11,0
AZD0156,AZD2811,NALM-6,0
AZD0156,AZD2811,NAMALWA,1
AZD0156,AZD2811,NCI-H1299,0
AZD0156,AZD2811,NCI-H1341,1
AZD0156,AZD2811,NCI-H1355,0
AZD0156,AZD2811,NCI-H1573,0
AZD0156,AZD2811,NCI-H1623,0
AZD0156,AZD2811,NCI-H1648,0
AZD0156,AZD2811,NCI-H1666,0
AZD0156,AZD2811,NCI-H1693,0
AZD0156,AZD2811,NCI-H1694,1
AZD0156,AZD2811,NCI-H1793,0
AZD0156,AZD2811,NCI-H1876,0
AZD0156,AZD2811,NCI-H1915,1
AZD0156,AZD2811,NCI-H1975,1
AZD0156,AZD2811,NCI-H2009,0
AZD0156,AZD2811,NCI-H2023,1
AZD0156,AZD2811,NCI-H2085,0
AZD0156,AZD2811,NCI-H2087,0
AZD0156,AZD2811,NCI-H209,1
AZD0156,AZD2811,NCI-H23,0
AZD0156,AZD2811,NCI-H2342,0
AZD0156,AZD2811,NCI-H2347,0
AZD0156,AZD2811,NCI-H28,0
AZD0156,AZD2811,NCI-H322M,0
AZD0156,AZD2811,NCI-H358,0
AZD0156,AZD2811,NCI-H520,1
AZD0156,AZD2811,NCI-H522,0
AZD0156,AZD2811,NCI-H524,0
AZD0156,AZD2811,NCI-H661,0
AZD0156,AZD2811,NCI-H69,1
AZD0156,AZD2811,NCI-H727,0
AZD0156,AZD2811,NCI-H82,1
AZD0156,AZD2811,NCI-H929,1
AZD0156,AZD2811,NCI-N87,1
AZD0156,AZD2811,NUGC-3,1
AZD0156,AZD2811,NUGC-4,0
AZD0156,AZD2811,OCI-AML2,1
AZD0156,AZD2811,OCUM-1,1
AZD0156,AZD2811,OE19,1
AZD0156,AZD2811,OE33,0
AZD0156,AZD2811,OS-RC-2,0
AZD0156,AZD2811,OV-90,0
AZD0156,AZD2811,OVCAR-3,0
AZD0156,AZD2811,OVCAR-8,1
AZD0156,AZD2811,OVISE,0
AZD0156,AZD2811,OVKATE,0
AZD0156,AZD2811,PA-TU-8988T,1
AZD0156,AZD2811,PC-14,0
AZD0156,AZD2811,PC-3,0
AZD0156,AZD2811,RCM-1,0
AZD0156,AZD2811,RD,0
AZD0156,AZD2811,RERF-GC-1B,1
AZD0156,AZD2811,RH-41,1
AZD0156,AZD2811,RKN,0
AZD0156,AZD2811,RKO,1
AZD0156,AZD2811,RPMI-7951,0
AZD0156,AZD2811,RPMI-8226,1
AZD0156,AZD2811,RT-112,0
AZD0156,AZD2811,SBC-5,1
AZD0156,AZD2811,SCC-15,0
AZD0156,AZD2811,SCC-4,0
AZD0156,AZD2811,SF539,0
AZD0156,AZD2811,SH-4,0
AZD0156,AZD2811,SHP-77,0
AZD0156,AZD2811,SK-CO-1,1
AZD0156,AZD2811,SK-HEP-1,0
AZD0156,AZD2811,SK-LMS-1,1
AZD0156,AZD2811,SK-MEL-24,0
AZD0156,AZD2811,SK-MES-1,0
AZD0156,AZD2811,SK-MM-2,0
AZD0156,AZD2811,SK-N-FI,0
AZD0156,AZD2811,SK-OV-3,0
AZD0156,AZD2811,SK-UT-1,1
AZD0156,AZD2811,SNU-1,1
AZD0156,AZD2811,SNU-16,1
AZD0156,AZD2811,SNU-387,0
AZD0156,AZD2811,SNU-423,0
AZD0156,AZD2811,SNU-449,0
AZD0156,AZD2811,SNU-5,1
AZD0156,AZD2811,SNU-C5,1
AZD0156,AZD2811,SR,0
AZD0156,AZD2811,ST486,0
AZD0156,AZD2811,SU-DHL-8,1
AZD0156,AZD2811,SUP-B15,0
AZD0156,AZD2811,SUP-M2,0
AZD0156,AZD2811,SW1417,0
AZD0156,AZD2811,SW1463,0
AZD0156,AZD2811,SW48,0
AZD0156,AZD2811,Saos-2,1
AZD0156,AZD2811,T84,0
AZD0156,AZD2811,T98G,0
AZD0156,AZD2811,TE-10,1
AZD0156,AZD2811,TE-15,0
AZD0156,AZD2811,TE-4,0
AZD0156,AZD2811,TE-9,0
AZD0156,AZD2811,TGBC11TKB,1
AZD0156,AZD2811,TOV-21G,1
AZD0156,AZD2811,U251,1
AZD0156,AZD2811,UACC-257,0
AZD0156,AZD2811,UACC-62,0
AZD0156,AZD2811,VCaP,0
AZD0156,AZD2811,VMRC-RCZ,0
AZD0156,AZD2811,WM-115,0
AZD0156,AZD2811,YH-13,0
AZD0156,AZD2811,ZR-75-30,0
AZD0156,AZD2811,huH-1,1
AZD0156,AZD4320,639-V,0
AZD0156,AZD4320,647-V,1
AZD0156,AZD4320,769-P,0
AZD0156,AZD4320,8305C,0
AZD0156,AZD4320,A101D,0
AZD0156,AZD4320,A172,0
AZD0156,AZD4320,A498,0
AZD0156,AZD4320,A549,0
AZD0156,AZD4320,AGS,0
AZD0156,AZD4320,AMO-1,0
AZD0156,AZD4320,AU565,1
AZD0156,AZD4320,AsPC-1,0
AZD0156,AZD4320,BL-41,1
AZD0156,AZD4320,BT-20,1
AZD0156,AZD4320,BT-474,0
AZD0156,AZD4320,BxPC-3,0
AZD0156,AZD4320,C2BBe1,0
AZD0156,AZD4320,C32,0
AZD0156,AZD4320,CAL-120,0
AZD0156,AZD4320,CAL-148,1
AZD0156,AZD4320,CAL-29,0
AZD0156,AZD4320,CAL-54,0
AZD0156,AZD4320,CAL-85-1,0
AZD0156,AZD4320,CAMA-1,0
AZD0156,AZD4320,CFPAC-1,0
AZD0156,AZD4320,CHP-212,0
AZD0156,AZD4320,CL-11,0
AZD0156,AZD4320,COLO-679,0
AZD0156,AZD4320,COLO-680N,0
AZD0156,AZD4320,COR-L105,0
AZD0156,AZD4320,COR-L311,1
AZD0156,AZD4320,COR-L88,0
AZD0156,AZD4320,COR-L95,1
AZD0156,AZD4320,Caov-4,0
AZD0156,AZD4320,DB,1
AZD0156,AZD4320,DBTRG-05MG,0
AZD0156,AZD4320,DND-41,0
AZD0156,AZD4320,DU-145,0
AZD0156,AZD4320,Daoy,1
AZD0156,AZD4320,ECC10,1
AZD0156,AZD4320,EFM-19,0
AZD0156,AZD4320,EFM-192A,0
AZD0156,AZD4320,EKVX,0
AZD0156,AZD4320,EM-2,0
AZD0156,AZD4320,EPLC-272H,1
AZD0156,AZD4320,FTC-133,1
AZD0156,AZD4320,FU97,0
AZD0156,AZD4320,G-361,1
AZD0156,AZD4320,GA-10,1
AZD0156,AZD4320,GAMG,0
AZD0156,AZD4320,GB-1,0
AZD0156,AZD4320,GDM-1,0
AZD0156,AZD4320,GI-1,1
AZD0156,AZD4320,GRANTA-519,1
AZD0156,AZD4320,HCC-78,0
AZD0156,AZD4320,HCC1143,1
AZD0156,AZD4320,HCC1187,1
AZD0156,AZD4320,HCC1428,1
AZD0156,AZD4320,HCC1500,1
AZD0156,AZD4320,HCC1806,1
AZD0156,AZD4320,HCC2157,1
AZD0156,AZD4320,HCC38,0
AZD0156,AZD4320,HCC70,0
AZD0156,AZD4320,HDLM-2,0
AZD0156,AZD4320,HDQ-P1,0
AZD0156,AZD4320,HGC-27,0
AZD0156,AZD4320,HOP-62,0
AZD0156,AZD4320,HOS,0
AZD0156,AZD4320,HPAC,0
AZD0156,AZD4320,HSC-4,0
AZD0156,AZD4320,HT-1080,0
AZD0156,AZD4320,HT-1197,0
AZD0156,AZD4320,HT55,0
AZD0156,AZD4320,HeLa,0
AZD0156,AZD4320,HuCCT1,0
AZD0156,AZD4320,IST-MES1,0
AZD0156,AZD4320,J82,0
AZD0156,AZD4320,JHH-1,0
AZD0156,AZD4320,JHH-6,0
AZD0156,AZD4320,JHH-7,0
AZD0156,AZD4320,JIMT-1,0
AZD0156,AZD4320,JVM-2,1
AZD0156,AZD4320,JVM-3,1
AZD0156,AZD4320,KARPAS-299,1
AZD0156,AZD4320,KCL-22,1
AZD0156,AZD4320,KELLY,1
AZD0156,AZD4320,KG-1,1
AZD0156,AZD4320,KM12,0
AZD0156,AZD4320,KMRC-1,0
AZD0156,AZD4320,KMRC-20,0
AZD0156,AZD4320,KOPN-8,0
AZD0156,AZD4320,KP-2,0
AZD0156,AZD4320,KP-3,0
AZD0156,AZD4320,KYM-1,0
AZD0156,AZD4320,KYSE-140,0
AZD0156,AZD4320,KYSE-150,0
AZD0156,AZD4320,KYSE-410,0
AZD0156,AZD4320,KYSE-450,0
AZD0156,AZD4320,KYSE-520,0
AZD0156,AZD4320,L-540,1
AZD0156,AZD4320,LAMA-84,0
AZD0156,AZD4320,LCLC-103H,0
AZD0156,AZD4320,LN-229,0
AZD0156,AZD4320,LOU-NH91,1
AZD0156,AZD4320,LXF-289,0
AZD0156,AZD4320,MDA-MB-157,0
AZD0156,AZD4320,MDA-MB-175-VII,0
AZD0156,AZD4320,MDA-MB-231,1
AZD0156,AZD4320,MDA-MB-436,0
AZD0156,AZD4320,MDA-MB-453,0
AZD0156,AZD4320,MDA-MB-468,0
AZD0156,AZD4320,MEG-01,0
AZD0156,AZD4320,MEL-JUSO,1
AZD0156,AZD4320,MES-SA,0
AZD0156,AZD4320,MG-63,0
AZD0156,AZD4320,MHH-CALL-2,1
